commit,refactoring type,description,tool,validation,note
https://github.com/dit/dit/commit/f2e62708e84f2de78e957032b5d1cb5544a6320e,Move Method,"Location: dit/math/ops.py
The method ""add_inplace"" of the class ""LogOperations""in the file ""dit/math/ops.py""is moved to the file ""dit/math/ops.py""",PyRef,TP,
https://github.com/dit/dit/commit/f2e62708e84f2de78e957032b5d1cb5544a6320e,Move Method,"Location: dit/math/ops.py
The method ""add_reduce"" of the class ""LogOperations""in the file ""dit/math/ops.py""is moved to the file ""dit/math/ops.py""",PyRef,TP,
https://github.com/dit/dit/commit/f4942930b973cf481c56f472d92eaaed9979c075,Add Parameter,"Location: dit/npjdist.py/JointDistribution
The parameter(s) ""show_mask"" in the class ""JointDistribution""is/are added to the method ""to_string""",PyRef,TP,
https://github.com/dit/dit/commit/f57c023ff4a9cb26a307d1cb44b87c8e76bcf588,Rename Method,"Location: dit/algorithms/entropy2.py
The method ""entropy2"" is renamed to ""entropy""",PyRef,TP,
https://github.com/dit/dit/commit/fc1952ad8d675e930bbd58757a1c5a4eeadaa269,Pull Up Method,"Location: dit/samplespace.py
Pull Up Method package __len__(self SampleSpace) : void from class org.dit.samplespace.SampleSpace to package __len__(self BaseSampleSpace) : void from class org.dit.samplespace.BaseSampleSpace",Python-adapted RMiner,FP,
https://github.com/dit/dit/commit/fc1952ad8d675e930bbd58757a1c5a4eeadaa269,Pull Up Method,"Location: dit/samplespace.py
Pull Up Method package __contains__(self SampleSpace, item Any) : void from class org.dit.samplespace.SampleSpace to package __contains__(self BaseSampleSpace, item Any) : void from class org.dit.samplespace.BaseSampleSpace",Python-adapted RMiner,FP,
https://github.com/dit/dit/commit/fc1952ad8d675e930bbd58757a1c5a4eeadaa269,Pull Up Method,"Location: dit/samplespace.py
Pull Up Method package __iter__(self SampleSpace) : void from class org.dit.samplespace.SampleSpace to package __iter__(self BaseSampleSpace) : void from class org.dit.samplespace.BaseSampleSpace",Python-adapted RMiner,FP,
https://github.com/dit/dit/commit/fc1952ad8d675e930bbd58757a1c5a4eeadaa269,Pull Up Method,"Location: dit/samplespace.py
Pull Up Method package index(self SampleSpace, item Any) : void from class org.dit.samplespace.SampleSpace to package index(self BaseSampleSpace, item Any) : void from class org.dit.samplespace.BaseSampleSpace",Python-adapted RMiner,FP,
https://github.com/dit/dit/commit/fc1952ad8d675e930bbd58757a1c5a4eeadaa269,Pull Up Method,"Location: dit/samplespace.py
Pull Up Method package sort(self SampleSpace) : void from class org.dit.samplespace.SampleSpace to package sort(self BaseSampleSpace) : void from class org.dit.samplespace.BaseSampleSpace",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/17995f5ff3ab77f3b6736783c4b180283ec0fc15,Add Parameter,"Location: ffmpeg/tests/test_ffmpeg.py
Add Parameter	cwd : Any in method package test__run_async(mocker Any, pipe_stdin Any, pipe_stdout Any, pipe_stderr Any, cwd Any) : void from class org.ffmpeg.tests.test_ffmpeg.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/3cb952352ff0c937c1da3bf1d80142e0d8ee1e46,Remove Parameter,"Location: ffmpeg/__init__.py/_TrimNode
The parameter(s) ""show_mask"" is/are removed from the method ""__init__"" in the class ""_TrimNode""",PyRef,CTP,"Conditional true positive: parameters got merged, thus one parameter is removed. As merge parameter is not supported yet, we consider it as CTP"
https://github.com/kkroening/ffmpeg-python/commit/3cb952352ff0c937c1da3bf1d80142e0d8ee1e46,Remove Parameter,"Location: ffmpeg/__init__.py/_OverlayNode
The parameter(s) ""show_mask"" is/are removed from the method ""__init__"" in the class ""_OverlayNode""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/3cb952352ff0c937c1da3bf1d80142e0d8ee1e46,Remove Parameter,"Location: ffmpeg/__init__.py/_DrawBoxNode
The parameter(s) ""show_mask"" is/are removed from the method ""__init__"" in the class ""_DrawBoxNode""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/3f671218a6a2c6ee50974b96a4ebf2b9fdbfd8b4,Add Parameter,"Location: ffmpeg/dag.py
The parameter(s) ""downstream_selector""is/are added to the method ""visit""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/Node
The method ""__init__"" in the class ""Node"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/InputNode
The method ""__init__"" in the class ""InputNode"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/FilterNode
The method ""__init__"" in the class ""FilterNode"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/OutputNode
The method ""__init__"" in the class ""OutputNode"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/MergeOutputsNode
The method ""__init__"" in the class ""MergeOutputsNode"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/497105f929a7a927ee8807519738f48c49b5a3a1,Rename Method,"Location: ffmpeg/nodes.py/GlobalNode
The method ""__init__"" in the class ""GlobalNode"" is renamed to ""__init_fromscratch__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/Node
The method ""__init_fromscratch__"" in the class ""Node"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/InputNode
The method ""__init_fromscratch__"" in the class ""InputNode"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/FilterNode
The method ""__init_fromscratch__"" in the class ""FilterNode"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/OutputNode
The method ""__init_fromscratch__"" in the class ""OutputNode"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/MergeOutputsNode
The method ""__init_fromscratch__"" in the class ""MergeOutputsNode"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/nodes.py/GlobalNode
The method ""__init_fromscratch__"" in the class ""GlobalNode"" is renamed to ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""_get_filter_with_select_example"" is renamed to ""test_filter_with_selector""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/57abf6e86edbf1d9ff1448302d4c8bf970092a03,Change/Rename Parameter,"Location: ffmpeg/nodes.py/Node
The parameter(s) ""select"" of the method ""stream"" in the class ""Node"" is/are changed/renamed to ""selector""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/5d78a2595d2c11236726e456e4887448751475c7,Change/Rename Parameter,"Location: ffmpeg/_run.py
The parameter(s) ""node"" of the method ""run"" is/are changed/renamed to ""stream_spec""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/5d78a2595d2c11236726e456e4887448751475c7,Change/Rename Parameter,"Location: ffmpeg/nodes.py/MergeOutputsNode
The parameter(s) ""stream"" of the method ""__init__"" in the class ""MergeOutputsNode"" is/are changed/renamed to ""streams""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/6169b89321c16b847524112fba887bcd35a399ea,Change/Rename Parameter,"Location: ffmpeg/nodes.py/Stream
The parameter(s) ""item"" of the method ""__getitem__"" in the class ""Stream"" is/are changed/renamed to ""index""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/637a2a5bc3d2ac3ee2edb9b6a4ec9aa635998f27,Extract Method,"Location: ffmpeg/_filters.py
Extract Method	package filter_(parent_node Any, filter_name Any) : void extracted from package hflip(parent_node Any) : void in class org.ffmpeg._filters.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/637a2a5bc3d2ac3ee2edb9b6a4ec9aa635998f27,Extract Method,"Location: ffmpeg/_filters.py
Extract Method	package filter_(parent_node Any, filter_name Any) : void extracted from package vflip(parent_node Any) : void in class org.ffmpeg._filters.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Add Parameter,"Location: ffmpeg/nodes.py/InputNode
The parameter(s) ""args,kwargs"" in the class ""InputNode""is/are added to the method ""__init__""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_repr"" is renamed to ""test_node_repr""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Rename Method,"Location: ffmpeg/_filters.py
The method ""filter_"" is renamed to ""filter_multi_output""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent_node"" of the method ""filter_"" is/are changed/renamed to ""stream_spec""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Rename Method,"Location: ffmpeg/nodes.py
The method ""operator"" is renamed to ""stream_operator""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Change/Rename Parameter,"Location: ffmpeg/nodes.py
The parameter(s) ""node_classes"" of the method ""operator"" is/are changed/renamed to ""stream_classes""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/6887ad8bac178483b7debcefa1c52de979ec0085,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent_node"" of the method ""drawbox"" is/are changed/renamed to ""stream""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/881ae4efff9e3c0d987217f9437a254730315b87,Add Parameter,"Location: ffmpeg/tests/test_ffmpeg.py
Add Parameter	use_shorthand : Any in method package test_filter_with_selector(use_shorthand Any) : void from class org.ffmpeg.tests.test_ffmpeg.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_ffmpeg.py
The parameter(s) ""parent"" of the method ""file_output"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_ffmpeg.py
The parameter(s) ""parent"" of the method ""overwrite_output"" is/are changed/renamed to ""parent_node""",PyRef,FP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""colorchannelmixer"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""drawbox"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""hflip"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""hue"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""main_parent,overlay_parent"" of the method ""overlay"" is/are changed/renamed to ""main_parent_node,overlay_parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""setpts"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""zoompan"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""trim"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_filters.py
The parameter(s) ""parent"" of the method ""vflip"" is/are changed/renamed to ""parent_node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_run.py
The parameter(s) ""parent"" of the method ""get_args"" is/are changed/renamed to ""node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8d142c5fa9560497010e37517c331a34e5f370d0,Change/Rename Parameter,"Location: ffmpeg/_run.py
The parameter(s) ""parent"" of the method ""run"" is/are changed/renamed to ""node""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8ff9f408c66db2760dd74eb82b2f4a3273841b2f,Inline Method,"Location: ffmpeg/_ffmpeg.py
The method ""file_input"" is inlined to the method ""input""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/8ff9f408c66db2760dd74eb82b2f4a3273841b2f,Inline Method,"Location: ffmpeg/_ffmpeg.py
The method ""file_output"" is inlined to the method ""output""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_compile"" is renamed to ""test__compile""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_filter__custom"" is renamed to ""test__filter__custom""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_filter__custom_fluent"" is renamed to ""test__filter__custom_fluent""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_get_args_complex_filter"" is renamed to ""test__get_args__complex_filter""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_get_args_simple"" is renamed to ""test__get_args__simple""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_merge_outputs"" is renamed to ""test__merge_outputs""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_ffprobe"" is renamed to ""test__probe""",PyRef,TP,
https://github.com/kkroening/ffmpeg-python/commit/9a487e8603bf881519cd04afe34c1272adfa7d15,Rename Method,"Location: ffmpeg/tests/test_ffmpeg.py
The method ""test_ffprobe_exception"" is renamed to ""test__probe__exception""",PyRef,TP,
